bb_id_A,bb_id_B
1151206,2058401
240714,2062047
1021963,2062047
1016502,2061905
332899,2056975
1154351,2059252
1168085,2060016
1217784,2056637
1025273,2058343
1134217,2056462
1045613,2058998
1146785,2056463
1017008,2058997
1154861,2059253
1154312,2059254
7190911,2060272
1016884,2055695
1016888,2060017
1161007,2056637
1018009,2056391
1041676,2056387
1181336,2056387
1016705,2059000
1040208,2057263
1016575,2058341
1043537,2058342
1017956,2056467
1016488,2056389
89299,2058340
1126458,2056464
1046456,2058997
1016352,2056387
1170828,2053431
1046658,2053431
1142202,2053431
1023769,2057203
1016720,2056387
1017986,2056465
1152563,2058345
8344838,2058997
1021897,2053431
1040177,2053431
1217161,2053431
1217441,2053431
1232147,2061888
3854430,2054884
3854431,2061888
1039697,2057674
1132137,2056604
1040562,2056604
1040691,2061910
1170576,2057082
1014884,2054008
297016,2054007
3982273,2054679
3982888,2062364
4010647,2054798
1237990,2057793
9894389,2062261
3978303,2054703
9903786,2062096
229324,2054974
3892273,2059656
1217201,2059079
1046210,2053407
224535,2055135
293991,2055132
8382338,2061019
4681128,2062294
3986016,2054718
1149655,2053429
1145177,2056178
3872184,2060489
3910168,2062347
1185166,2062185
1176243,2054250
1235286,2060642
1016852,2058133
1016724,2058132
3266306,2056022
228053,2056203
298825,2056204
1015734,2056205
1018003,2056205
1016580,2056203
308067,2056204
1025107,2056919
1044689,2056027
64469,2060700
218963,2060701
2645,2058123
53447,2055074
64552,2057120
2662,2058122
64557,2057120
1237548,2053456
1237388,2061529
4038576,2053454
1237169,2053456
1237207,2061528
4039043,2061526
1237123,2061398
1237089,2061456
4038650,2053454
4038663,2053454
1237330,2061398
1237270,2061398
4038844,2053454
4038899,2061528
1237097,2053432
1237254,2061398
4039274,2061529
4039574,2061527
1237357,2061514
1237518,2061513
1237527,2053432
1237400,2062505
4041628,2061444
4042063,2054287
4042092,2053785
4042135,2054285
4039783,2061527
4039792,2061527
4040193,2061515
1237297,2061334
1237102,2061339
1237115,2061333
8342891,2060986
4041982,2062127
4042035,2054285
4042570,2054462
1214256,2054420
4042676,2053605
4045044,2054663
1239282,2054511
4043046,2054511
1237424,2061508
4043133,2061871
1239264,2054522
4042925,2061756
4042955,2054513
4044848,2054762
1239265,2061793
4069889,2061511
4043059,2061840
4043237,2061882
4044428,2061075
1238320,2054787
1238188,2053439
8509192,2054728
4045186,2053445
1239024,2054688
4044529,2062498
4045397,2061608
4046190,2061071
1226466,2061747
1227127,2061028
4045994,2053609
1216261,2061327
4048129,2053213
4047720,2059049
4048663,2061164
4048665,2061164
4048667,2061164
83028,2053407
4049295,2061851
4048336,2061874
1216708,2060986
1216225,2061853
4049304,2061829
4049466,2061883
4049530,2061876
4049709,2062099
4049884,2054522
4050189,2053456
8512970,2054362
8513451,2054282
1226464,2061599
4053297,2060273
1226489,2054337
4053306,2054705
1218327,2054488
8514279,2061071
4053221,2062302
4053229,2062356
1239151,2053589
4053375,2061631
4053377,2054831
4053427,2054718
4053439,2054746
1227830,2053680
4052306,2053680
1237201,2054347
4053257,2054663
4053298,2054743
4053300,2054744
4053305,2054705
4053376,2061631
4053434,2054743
4053483,2053461
4054179,2061577
4053512,2054760
3710948,2058681
3712106,2060355
1235741,2060355
79367,2060585
80876,2060789
1139988,2060789
1235668,2060789
3712158,2060585
3712204,2060407
1228683,2054622
293781,2060032
87832,2060789
49103,2060789
59173,2060789
1157540,2060355
3712157,2060586
1149298,2055471
3713127,2055471
3713120,2055471
3713130,2055471
1141733,2062088
1130107,2057406
1144767,2060334
1181161,2060246
61173,2055313
49027,2057180
81137,2055310
9676,2055313
1148479,2057180
1041104,2056038
1158905,2055314
60382,2055310
56492,2055313
79174,2057838
82920,2056500
299132,2057885
260840,2057884
319917,2057885
1174955,2057885
3717346,2057884
59661,2054887
1170557,2055742
1031434,2054886
301435,2055742
323525,2055744
1015541,2054879
3717532,2054887
1231189,2054878
1158800,2053230
77911,2053256
1175182,2053230
1033678,2053230
1018188,2053230
1033482,2053334
1034973,2053255
1160682,2057838
78711,2057839
1142158,2057885
282565,2057884
1126385,2057884
307282,2057884
1017983,2055742
1016869,2054877
77712,2060199
77912,2053230
62190,2053256
1018408,2053256
84133,2053230
1018215,2053333
1018298,2053256
1018205,2053255
61298,2053321
3718443,2058538
1127210,2055492
22234,2055492
21105,2055492
1161128,2055497
1232694,2060024
21121,2060024
1171384,2055614
1170909,2055614
1142680,2055614
1018375,2056473
1170603,2058155
1160673,2056725
13264,2057685
325792,2055773
62647,2055778
22448,2055492
21104,2055492
53831,2055492
1177382,2055497
1172365,2060024
1158853,2055614
1159030,2055614
17313,2057619
13165,2057619
59797,2056725
8229259,2055018
84411,2056725
78328,2055777
22329,2055775
1136010,2056043
1153902,2056044
1150792,2056045
1023623,2056043
1236047,2060389
1173130,2056725
82933,2055775
83740,2055775
1147352,2056109
52915,2060686
1235448,2060657
231887,2053804
1148494,2057402
1142123,2057402
44634,2056491
1144166,2057402
309984,2055690
4550404,2057715
1130168,2057402
1142111,2056491
1141774,2057402
1146840,2056491
1134797,2062001
4069966,2062502
4748583,2061649
1217485,2056715
4054888,2054336
9200405,2061608
9200407,2061608
9200421,2061071
9200406,2061608
9200408,2061608
1226500,2061599
4058424,2054515
4058753,2060986
4058902,2061876
1239327,2054512
4058834,2054518
4061175,2061882
4061547,2061029
1226473,2061599
4062086,2054718
4062219,2060986
1226484,2061599
4065203,2061608
4067888,2061330
4065200,2061608
1226467,2053454
1214846,2054496
4067502,2053637
4067331,2061512
4069835,2061444
1237437,2061513
1237202,2061512
4069888,2061513
4070642,2061455
1237391,2062505
1228952,2061830
1239237,2054510
1239367,2054511
1186137,2060793
241647,2060622
1236428,2060495
1236261,2060408
299634,2060338
1179050,2060520
1174784,2060467
64576,2060425
1235992,2060810
1152289,2060374
1180552,2060374
1235998,2060470
1138677,2060807
1152267,2060419
1148535,2060772
1236007,2060624
65010,2060505
1175257,2060324
1235394,2060324
1142398,2060314
3869090,2060285
590036,2060284
59351,2060315
276501,2060315
88568,2060620
254926,2060365
1147485,2060365
658244,2060365
289821,2060365
219597,2060472
22414,2060275
1169020,2060365
59777,2060275
4678418,2060612
1235689,2060275
3869360,2060275
290802,2060618
1235389,2060384
1239397,2054520
4075025,2061782
3868442,2060793
1235865,2060622
1236151,2060338
1236301,2060495
723385,2060408
1235719,2060338
1235720,2060338
1235377,2060338
58496,2060520
292984,2060425
1236356,2060281
1235404,2060810
302252,2060377
313965,2060808
54146,2060425
1236315,2060808
1162145,2060808
1134682,2060374
65004,2060470
65007,2060377
1235558,2060419
65006,2060419
1235777,2060320
1236201,2060321
1235379,2060321
1235993,2060772
48114,2060768
1235855,2060768
64862,2060507
1235467,2060284
1236215,2060284
3869112,2060354
254485,2060601
1130395,2060602
284520,2060315
4082,2060315
239949,2060315
1236712,2060620
1236187,2060365
290250,2060365
1139155,2060365
1236080,2060365
626262,2060275
65015,2060611
3869429,2060611
1021948,2057165
65014,2060616
78620,2060616
1235462,2060616
220825,2060615
1235638,2060615
273612,2060614
3869524,2060616
80073,2060614
64638,2060614
1236179,2060551
1235342,2060551
64673,2060610
64669,2060421
311398,2060372
65050,2060281
1139151,2060810
3871122,2060324
49181,2060336
3871151,2060335
1235275,2060335
52452,2060304
1159299,2060304
49197,2060305
236841,2060304
3871183,2060304
1139619,2060304
54090,2060765
1132452,2060305
1047798,2058708
83187,2060665
62360,2060551
59806,2060421
57294,2060610
275287,2060810
231039,2060466
59698,2060335
62795,2060304
65039,2060304
261929,2060304
65041,2060305
10172,2060305
1236588,2060473
62238,2060499
1142164,2060443
1154940,2060381
93583,2060379
1144577,2060773
1235677,2060621
1235700,2060550
1235291,2060572
289920,2060642
50473,2060327
1134060,2060327
1165128,2060489
1236516,2060488
3872187,2060462
691041,2060499
1161388,2060521
1180412,2060521
1142067,2060521
1168845,2060380
1235890,2060773
1235891,2060521
1163377,2060379
1148680,2060379
1147520,2060521
144100,2060379
1235808,2060698
1154323,2060379
3871787,2060452
1181552,2060306
297991,2060307
1236095,2060307
232172,2060307
3871845,2060572
233841,2060462
3872089,2060488
1235485,2060487
1235884,2060462
1235752,2060489
1137866,2060489
1165130,2060642
3872125,2060327
50479,2060282
1129959,2060642
48523,2060489
1235586,2060487
1127311,2060489
722891,2060489
49239,2055364
3872219,2060409
1235651,2060489
1131365,2060489
1133593,2060453
1236347,2060462
82629,2055365
1235243,2060343
56715,2060344
83168,2060344
294347,2060345
83169,2060344
66072,2060343
1159626,2058708
1338955,2060344
54298,2060343
288510,2060504
3874029,2060344
1157509,2058708
1136839,2060603
1235277,2060604
3874635,2060604
1148309,2053429
1044710,2056715
9894686,2054648
3899627,2061645
1227743,2061617
9816436,2062129
1026295,2057231
300408,2061353
1217202,2059079
1217200,2059079
323928,2062395
240819,2062082
1138675,2054369
1017754,2058798
1016727,2058797
1016637,2058799
59216,2056807
65590,2056806
1046404,2057452
1021995,2056621
55241,2057766
1217432,2057766
1217276,2056806
1217312,2056621
1217290,2056621
1217435,2056807
1217278,2057766
3891459,2056902
3273244,2056806
1217342,2056621
1172480,2056621
80101,2056902
1047342,2056806
1022005,2056621
1021992,2056621
1038012,2056621
1217298,2056621
1217701,2057766
1217387,2057125
1217282,2057125
1217573,2057766
3891460,2056902
1233331,2058459
1146880,2058459
1180103,2057702
1148820,2058459
1183697,2058459
1232957,2058459
3893709,2058459
1037132,2055447
3894392,2059419
1017220,2056470
1014293,2056470
1017250,2056472
1148954,2056267
1168698,2058560
243131,2056267
1016249,2055082
1188785,2055082
266473,2060766
78615,2057143
321631,2057145
1128694,2057147
1151624,2057150
77658,2057144
62203,2057146
1145037,2057149
1151623,2057149
1180965,2057143
280189,2060371
1235455,2060371
3902432,2060371
1177109,2059419
1122404,2062498
3903663,2062382
9826036,2062114
1042752,2056699
3904199,2056699
1220781,2056699
1044244,2059419
1144977,2061346
1038692,2056699
1039037,2056699
1017043,2056699
3904613,2060427
1139140,2060427
1235350,2060427
3904617,2060427
1236040,2060780
1020993,2053217
1233905,2056288
3907024,2055229
1151703,2055229
3907297,2055228
1234301,2055227
3907330,2055231
1222244,2057013
1021884,2056927
625543,2058295
1016426,2056288
1036800,2056323
3907174,2055232
3907280,2055830
3907293,2055228
3907328,2055647
8395007,2061013
1223069,2057012
3907676,2055233
3907726,2055224
1234665,2055224
1157184,2057061
1048743,2057061
1036356,2057163
1023590,2055226
3907675,2055233
1222608,2058223
1046054,2056574
20119,2054697
279594,2053451
222992,2060792
20497,2053437
1181229,2060792
66070,2060343
1134124,2053407
1157095,2053429
1217205,2061919
1132764,2054648
4816222,2054505
3976866,2061721
316382,2062215
4012595,2062117
4009892,2061623
4816209,2061636
4784615,2054506
4815758,2061305
3981905,2062206
10197,2060111
51267,2060111
22240,2060111
62816,2060111
7197902,2056905
3279201,2054677
245449,2055525
281397,2055524
1144576,2055520
81298,2056228
1045319,2056905
3917530,2056905
1179638,2056905
3917555,2056905
317960,2055520
235981,2055481
230504,2056160
3919731,2062065
1139090,2060405
1235487,2060405
1161276,2060125
1181743,2060125
269108,2060125
1168746,2053714
1031452,2056339
1162789,2056726
1177119,2056727
1145833,2061599
272761,2056928
1132391,2056928
3924246,2058867
1015423,2053732
1130949,2057412
309073,2062038
1025041,2062035
300314,2056686
1188206,2056330
1018123,2058889
1186506,2057636
4733957,2057634
57086,2056269
79483,2056268
1181700,2056269
3926721,2056742
1023516,2062035
688769,2062035
1186586,2062038
1016110,2056685
306758,2056686
1229417,2056269
77981,2056269
44786,2057634
48231,2056268
78303,2057636
65885,2056269
1230980,2056268
83947,2057633
78302,2057632
1042806,2056737
1032196,2056740
1031205,2056737
1031764,2056741
1021919,2056514
1217574,2059657
1217552,2058432
244515,2053587
3924066,2053672
219685,2054836
3918419,2054736
1164919,2059653
49800,2055086
4552476,2053642
1016708,2057369
1171136,2055567
3726043,2056115
1128349,2053976
9724,2053733
77227,2055436
1158663,2057929
49410,2055435
51201,2055437
1217593,2057973
77503,2057930
11423,2053733
233869,2055436
1165544,2057973
3727298,2059718
245826,2056176
50251,2060503
285279,2060657
1039243,2055799
80661,2060502
1181164,2055803
1169652,2060107
3729432,2060323
81805,2060396
48906,2060398
1021990,2053407
1236633,2060396
296032,2060397
81804,2060399
252383,2060575
63114,2060574
1045127,2054565
1130520,2054565
1178857,2055068
91987,2057892
3731249,2057892
80488,2055067
1180466,2057573
1180465,2057573
49810,2055065
1014387,2062347
80031,2057573
1158520,2057570
658699,2055089
1016419,2061948
289148,2061948
85052,2059728
1016686,2061945
1131878,2061946
1171843,2061944
1017648,2057189
1222901,2059023
60232,2055490
60500,2055489
3732278,2055490
1181338,2055490
1148224,2059022
1032640,2056512
1016363,2056513
16924,2055489
1130205,2055489
3236577,2055490
279199,2055490
8239777,2062094
3732525,2054234
1732,2054255
298188,2054250
1160942,2054250
1015220,2054252
1159754,2054253
318159,2054253
1014846,2054253
1030833,2054276
49932,2054257
279548,2054257
1172967,2054257
1177281,2054257
1178381,2054255
328131,2054253
46316,2060643
3733848,2060643
285586,2060643
4017312,2054748
305315,2057888
52295,2057888
285626,2060239
81121,2060239
54100,2056295
77499,2056295
52526,2056295
63161,2056295
236993,2056295
63171,2056296
79385,2056296
273169,2056294
328576,2056293
1236391,2060446
1236272,2060447
1159241,2061478
1178492,2061477
1135625,2061478
1236695,2060448
1235309,2060446
1236417,2060406
1236178,2060406
1172202,2061478
1130519,2061478
8248718,2055203
8248720,2055024
3238232,2057954
1733,2060187
54472,2060187
3740165,2060192
1171545,2060192
3238226,2055203
3238233,2057063
3740756,2055116
3238242,2055115
3238245,2056955
22335,2054556
83856,2054557
1162132,2054557
63191,2054554
48172,2054553
251047,2059934
77703,2057944
9798,2057942
323338,2054934
1046082,2054934
1163078,2057308
1163467,2054934
612003,2054555
83588,2054556
1148397,2054557
1176079,2054557
1050792,2054554
57333,2054553
3741048,2054553
1127856,2054557
52550,2054557
79993,2057944
255821,2054934
1022001,2054934
1236291,2060519
49513,2060276
50282,2060478
78828,2060478
62423,2060479
1235351,2060479
1236014,2060308
59554,2057786
3744074,2060668
3744486,2057797
9813,2060479
78057,2060479
321035,2056016
1185072,2057796
3744328,2060443
4571461,2056352
3744487,2057795
3239554,2061013
1170548,2062201
1126534,2062200
1181658,2062202
1174429,2062201
1160867,2062201
14709,2054902
3747808,2060658
49331,2060658
1875,2056421
1171442,2058642
1021982,2058265
3749133,2053412
49079,2057771
78190,2057774
1182193,2057776
53716,2057777
257669,2057773
1127444,2057779
59761,2057776
3975734,2062424
3959935,2061351
4575209,2061645
4015460,2061634
3989579,2062253
3959947,2054839
4790934,2054835
3238204,2057958
3749123,2056427
1048354,2058265
3977685,2053681
49246,2053781
222850,2053998
83029,2061919
1028669,2062016
1021983,2053429
296744,2060514
3817996,2061303
3955026,2059358
61355,2055106
3967192,2062113
9876033,2054708
3967730,2062500
3959929,2062187
80350,2055379
1216358,2061002
1171800,2056521
15884,2054901
4737283,2054696
1223769,2060992
1019575,2054519
1177371,2055759
1128478,2057441
658377,2057439
626319,2057437
610456,2057440
1032975,2057438
10222,2053429
1224451,2061005
1224409,2061639
1224495,2061310
1028666,2056178
1136098,2061072
1224455,2061639
1224410,2061310
3941599,2061608
282148,2055590
1236747,2060304
1218834,2061899
1148855,2054941
1139600,2055994
56679,2055994
1033422,2057628
1039448,2058985
1140382,2058989
1157019,2057627
83545,2057628
1030604,2058984
1187726,2058988
9876035,2054667
9876037,2054673
1137707,2057623
1033114,2056853
8442482,2062184
3954103,2056446
1042253,2054586
1026326,2058376
1033009,2058378
225813,2058946
1044746,2058945
45217,2059359
3955027,2059358
8442455,2053446
8442465,2061071
3954847,2057974
1156027,2058375
1037884,2058374
1145648,2058379
7155723,2053289
3955029,2059359
4763025,2061237
1139035,2056229
77890,2053893
1014743,2053894
46492,2053892
79054,2053893
79683,2053896
1145012,2056748
1182284,2058282
1157247,2058281
83664,2060199
1016740,2060199
1221613,2058224
65364,2053891
1014952,2053893
1024935,2053892
1143288,2056748
1134397,2058280
1169042,2056748
1040437,2056819
312657,2060199
1017115,2060199
266604,2060199
3957993,2061310
1033090,2057122
1033096,2057124
1227976,2061636
1158743,2055032
83794,2057776
1136631,2057777
232729,2057776
3749925,2057776
1170551,2055319
3241248,2056951
1047423,2056469
3751082,2055734
1046663,2056469
1188444,2056469
1022025,2056468
84525,2060552
1235681,2060552
240691,2060332
9846,2060553
1235370,2060552
263244,2060552
276825,2060286
3753174,2057397
1235241,2060552
1737,2060332
95155,2060666
48951,2060332
94947,2060666
48985,2060662
1177554,2060662
90519,2060332
53043,2060332
293851,2060286
1182429,2060805
1129767,2060805
3753075,2060552
52389,2060762
52390,2060763
274088,2060558
79421,2060431
3754092,2060650
59564,2057855
3754307,2060556
3754324,2055430
306042,2060018
250081,2054937
79423,2060758
79422,2060560
92406,2060562
22282,2058624
62276,2058623
22346,2058624
3754752,2060794
84959,2060376
1136099,2060376
11903,2060794
1138070,2060794
1215029,2054257
249150,2060796
273602,2060288
1235419,2060494
1235940,2060675
1139948,2060494
3756177,2060670
46586,2060668
1139801,2060668
1235391,2060519
3756277,2060287
1236033,2060308
1140285,2060493
723523,2060288
60088,2060492
1134253,2060494
1147314,2060676
4583183,2060276
77250,2060673
22235,2060671
218075,2060287
1235987,2060519
63394,2060668
1235848,2060668
1236195,2060519
228233,2060668
82675,2060675
293139,2060668
1235318,2060288
44923,2060668
1236724,2060491
263292,2060795
249092,2060499
1235706,2060675
1235583,2060494
80157,2060680
78696,2060288
1130641,2060673
1169460,2060678
56887,2060679
3757662,2060555
1236001,2060519
220287,2060795
48122,2060067
224840,2058954
3758524,2058954
1230058,2060066
1134769,2060069
95439,2060066
79643,2060066
9899,2060066
249816,2060066
54078,2060067
56903,2057462
3758521,2060066
1146933,2057462
1159833,2060069
287383,2060066
1141948,2057462
3758537,2060069
15617,2060069
58909,2060066
1181588,2060066
56930,2055107
17121,2055107
80588,2055106
3760998,2055107
11902,2058763
1160815,2058763
270319,2058768
78727,2055450
10921,2055107
80012,2055106
12124,2058765
1135192,2058763
310471,2058768
63497,2056180
301320,2055450
1016280,2056032
1168079,2057269
1233528,2057269
1233606,2057269
1220159,2057269
1233691,2057269
1171515,2058593
1171642,2058597
3761256,2057690
3761258,2058595
3761262,2058597
298727,2058594
234011,2057686
3761272,2058598
326569,2058594
260387,2057117
1222843,2057688
239372,2057688
1142402,2057270
232847,2058595
1016769,2056745
1130322,2056746
1158897,2057272
1142991,2057271
1233705,2057270
1130394,2058141
1233967,2057270
1130938,2057116
3761329,2057269
281213,2059400
1016238,2059400
1016954,2054951
1146731,2056474
53789,2056525
63435,2054952
1134885,2059400
81075,2054952
1016373,2056036
1179001,2056848
1126646,2056525
1181479,2056525
1181322,2055856
1016748,2054952
78494,2057625
52257,2057556
1126621,2056525
1170611,2057433
1042660,2056525
1127353,2056475
22170,2054951
1018006,2057625
1129577,2056475
1178868,2054954
1185342,2054954
1039385,2055856
1016688,2059399
1016786,2059400
1016674,2055856
1143463,2056264
1157334,2055856
79843,2059400
78677,2056064
78851,2059400
93737,2059400
1017185,2054953
1024416,2056489
1016935,2056064
1017112,2056064
1142993,2056032
1233179,2056032
1181753,2056032
1181677,2057269
1233531,2057269
248506,2058597
1158951,2057690
3761273,2057690
1170965,2058596
1223414,2057690
262502,2058593
3761296,2057690
3761313,2058595
1220815,2057276
1219762,2057269
1016828,2057371
1160708,2056064
1160152,2054951
79314,2059400
1040141,2059400
83780,2059386
1143420,2054952
83781,2055856
1169288,2054954
1016969,2054953
314152,2054951
1042090,2059400
1039128,2054954
1024344,2054959
53790,2056524
1136403,2054953
1174968,2056525
77329,2054953
1174981,2056525
49660,2059400
276105,2054952
309029,2056063
1016485,2057625
1017097,2057434
1221658,2056525
1049184,2056525
1163258,2054954
1016784,2056848
1126670,2054954
